"","Sample","depth_m","reef_zone","month","response","bleaching_status","clade_A","clade_C","clade_D","A1","3040_A","A1ee","3042_A","3112_A","3041_A","3113_A","A1cl","3070_A","3132_A","A1bv","3188_A","3139_A","3311_A","2964_A","3071_A","3241_A","A1z","C3ae","C1","C3","C3f","C3g","C3bj","C1c","C21","C3p","C21.12","3043_C","C3.10","C3h","C1b","C3k","C50f","C3cv","3045_C","1855_C","3050_C","3046_C","C3j","3049_C","3054_C","2460_C","C3ch","3056_C","C3.11","C1al","3048_C","C3cp","C42.2","1752_C","C3b","3055_C","3057_C","3018_C","3058_C","C3ba","C72k","C3.9","3064_C","C1bh","3020_C","3051_C","3047_C","3025_C","3059_C","3044_C","3052_C","C1br","3053_C","C1w","C116","3063_C","3028_C","3066_C","3061_C","3027_C","3060_C","3069_C","3067_C","3062_C","C1cb","1482_C","3023_C","3065_C","3138_C","1534_C","3068_C","3086_C","C3v","3084_C","C3cg","3104_C","3097_C","3029_C","C1n","C1h","D1","D6","D4","D2d","D1d","D2.2","D1b","D6c","D2","3030_D","3074_D","D1u","3031_D","3033_D","3034_D","3098_D","3032_D","3035_D","3079_D","D4d","3076_D","3172_D","3108_D","D4c","3173_D","3087_D","3174_D","3015_D","3169_D","D2c","3124_D","3192_D"
"124","38BNMb",1,"backreef","May","unknown","healthy",2497.06183171429,16911.9187693377,543451.456829455,24743.6126960779,1248.53091585714,3064.57588437662,0,0,794.519673727273,0,0,0,0,0,0,0,0,0,0,0,0,0,135181.847344169,5448.13490555844,0,0,0,24289.6014539481,0,0,0,0,0,0,5788.64333715585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3972.59836863637,0,0,2156.55340011688,0,0,0,0,0,0,0,5561.63771609091,0,0,1702.54215798701,0,0,0,2383.55902118182,0,0,0,0,0,0,0,0,1929.54777905195,0,0,1816.04496851948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.02810532468,908.022484259741,0,0,1813320.9010667,1182585.78293778,1025951.90440297,0,366500.575209338,334719.788260247,159244.443177052,130301.226491273,63448.0710876494,109530.212163831,0,0,82289.537636039,78203.4364568702,88759.1978363896,0,73890.3296566364,77408.9167831429,0,59929.4839611429,0,0,0,28943.2166857792,0,33369.8262965455,0,0,0,33142.8206754805,0,0
"125","39BNMb",1,"backreef","May","unknown","healthy",4012.40538000579,33.7713828617411,0,55084.7764078092,2809.41395806593,1479.5516653752,449.068118053423,0,753.923303886438,0,0,0,0,0,0,0,0,0,0,0,0,0,294.815044982227,0,0,0,0,46.5497439445621,0,0,0,0,0,0,24.6439820882976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.778361082821,0,0,0,0,0,0,0,5.47644046406613,0,0,5.47644046406613,0,0,0,0,0,0,0,0,0,0,0,0,4.56370038672178,0,0,0,0,0,0,0,7.30192061875484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38918054141049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","3NBOb",1,"backreef","October","unknown","healthy",2339.36069784065,2126.6915434915,273067.194184309,11611.7358274636,1786.42089653286,382.804477828471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13483.2243857361,0,0,0,0,6082.3378143857,0,0,0,0,0,0,212.66915434915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.27064695864,0,0,0,0,0,0,0,255.20298521898,0,0,1148.41343348541,0,0,0,0,0,0,0,0,0,0,0,0,808.142786526771,0,0,297.73681608881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832472.137784314,509512.759989694,361750.231547905,0,191274.637421626,131216.868233426,65969.9716791064,68054.1293917281,39854.1995250308,83834.180644435,0,0,59419.7617251526,29731.1477780112,26456.0428010343,0,15269.645282269,20969.1786188262,0,20756.5094644771,0,0,0,17481.4044875002,0,23904.0129488445,0,0,0,10675.9915483273,0,13483.2243857361
"127","41BNMb",1,"backreef","May","unknown","healthy",0,726308.527807145,843849.571128601,23779.9798627222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13285535.0353049,247311.790572311,0,0,0,3406651.97233398,0,0,0,0,0,0,671954.288120923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482393.877215223,0,0,284680.330356589,0,0,0,0,0,0,0,377761.965819245,0,0,155589.011101811,0,0,0,205187.254815489,0,0,0,116182.1873293,0,118899.899313611,0,0,119579.327309689,0,0,137923.883203789,0,0,0,0,85607.9275058001,0,0,0,0,0,0,0,0,0,0,0,0,89005.067486189,0,90363.9234783445,2318208.32261738,1655086.59844547,1315372.60040658,0,455216.757372112,444345.909434867,173933.566995911,214699.246760578,73378.2235764001,151512.443125345,0,0,146077.019156722,95799.3474469668,84249.0715136445,0,100555.343419511,78134.2195489445,0,72698.7955803223,0,0,0,45521.6757372112,0,0,0,0,0,0,0,0
"128","43BNMb2",1,"backreef","May","unknown","healthy",1979.13566224012,99022.7543007475,570386.897857604,31996.0265395487,1979.13566224012,2770.78992713617,0,0,0,0,989.567831120062,0,0,0,0,0,0,0,0,0,0,0,1628762.67883488,41495.8777183012,0,0,0,445041.639249062,0,0,0,0,0,0,68478.0939135083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83387.5825690505,0,0,35162.6435991329,0,0,0,0,0,0,0,37273.7216388557,0,0,26388.475496535,0,0,0,26718.3314402417,0,0,0,13985.8920131635,0,15305.3157879903,0,0,18142.0769038678,0,0,17416.3938277131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619526.71241109,1312760.68476387,1009623.07249743,0,381643.326868637,242510.089813156,140584.60320779,126928.567138333,63926.081890356,115515.551486082,0,0,94998.5117875259,82661.8994928958,85960.4589299627,0,98890.8119232648,68148.2379698016,0,34964.7300329088,0,0,0,31204.3722746526,0,0,0,0,0,0,0,0
"129","44BNMb2",1,"backreef","May","unknown","healthy",243.340537029318,29590.2093027651,171701.082927887,27132.469878769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575938.38304099,13821.7425032653,0,0,0,134275.308332778,0,0,0,0,0,0,15817.1349069057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22606.3358900237,0,0,0,0,0,0,0,0,0,0,13237.7252143949,0,0,0,0,0,0,8711.59122564959,0,0,0,0,0,6302.51990905934,0,0,5207.48749242741,0,0,6399.85612387107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.81074058636,4404.46372023066,0,0,654099.363534807,504712.607852509,387446.80305808,0,158074.012854245,135443.342910519,57209.3602555927,57331.0305241074,16474.1543568848,27594.8168991247,0,0,22922.6785881618,33386.3216804225,33970.3389692928,0,29492.8730879534,24334.0537029318,0,18980.5618882868,0,0,0,0,0,0,0,0,0,0,0,0
"130","45BNMb",1,"backreef","May","unknown","bleached",40759.0721379749,1493.30136595499,13637.9929728919,191501.958573465,33936.9775159149,8990.7895518701,6822.09462205995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11494.0831279938,9876.85633747825,0,0,0,2137.71357367001,0,0,1412.74983999062,0,0,7441.72174486285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171.09526209748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21036.3408191585,57402.2566564608,10409.7356630887,0,9170.48141748294,7113.31936977731,0,935.636955432381,0,0,0,0,0,1691.58204525192,0,0,0,2063.35831893366,0,0,0,0,0,2267.83526945862,0,0,0,0,0,0,1257.84305928989,0
"131","46BNMb",1,"backreef","May","unknown","bleached",1464.33685351209,0,0,49602.399461,0,1904.84478059883,655.733261325467,0,808.603592186618,0,0,0,0,0,0,0,0,0,0,0,0,24.1374206622871,0,10.0572586092863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","4NBOb",1,"backreef","October","unknown","healthy",0,835763.464267002,1715805.78756802,11465.0617141642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387044.669591956,555067.125747811,0,0,0,0,0,0,0,0,0,0,100418.126737852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759856.848780122,0,0,0,0,0,385067.934813652,0,6448108.8468282,4331421.24622009,3609913.05213907,0,1390039.89610349,1084436.69937767,606462.229983719,497741.81717699,217836.172569119,376370.301789114,0,0,317068.258439989,286231.195898444,281882.379386174,0,224161.723859693,230091.928194605,0,191743.273495504,0,0,0,113464.576274659,0,0,0,0,0,0,0,0
"133","50BNMb",1,"backreef","May","unknown","bleached",21239.8898002079,671611.471972371,224404.053106544,398694.279264192,16130.0032685637,64827.8375641128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735576.03871786,24502.8293927036,213383.936369625,199962.788611812,0,368773.738849986,0,69937.724095757,135812.164925387,26041.951841994,95425.5918560065,0,22101.7983718105,0,69137.380422126,26965.4253115683,28381.4179649155,35030.4269458501,0,54854.3240927108,0,0,0,82373.8334860237,22101.7983718105,0,0,44449.8563355076,0,29243.3265365181,0,0,0,101458.951857225,0,50236.9567448396,0,47281.8416422019,32013.7469452409,0,50236.9567448396,0,0,24441.264494732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44634.5510294224,0,0,0,0,32383.1363330706,0,21116.7600042647,0,25734.127352136,0,0,0,0,320753.118432125,0,61441.7681756739,193498.474324793,21055.195106293,0,0,10158.2081653168,0,0,0,0,0,0,0,0,0,0,28873.9371486884,0,29181.7616385465,0,34661.0375580204,0,0,0,0,0,0,0,0,0
"134","5NBOb2",1,"backreef","October","unknown","healthy",0,653706.857456722,1790.53173108166,28811.2833092231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10552091.8181,198586.246538148,0,0,0,2686937.02590591,0,0,0,0,0,0,433471.454533678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635801.540145906,0,0,262719.837633254,0,0,0,0,0,0,0,229188.061578452,0,0,153009.075201524,0,0,0,151381.319082359,0,0,0,90666.0158374986,0,105478.596521901,0,0,114756.806401143,0,0,98967.5720452408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12045.3952818221,10743.19038649,4394.94152174589,0,1139.4292834156,1953.30734299817,0,0,0,1139.4292834156,0,0,0,0,0,0,651.102447666058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","6NBOb",1,"backreef","October","unknown","healthy",64534.105717529,1865.01767916257,404.461665360558,997604.697611816,0,0,0,7257.83988397001,0,8516.16506509175,0,0,24717.1017720341,0,0,0,24042.9989964332,0,0,0,0,0,10695.7640395348,0,0,0,0,3078.40267524425,0,0,0,0,0,0,1235.85508860171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101.03453348152,0,0,0,0,0,0,0,0,0,0,269.641110240372,0,0,0,0,0,0,0,0,0,0,0,0,471.871942920651,0,0,0,0,0,247.171017720341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.40185040062,89.880370080124,0,0,1056.09434844146,179.760740160248,516.812127960713,179.760740160248,89.880370080124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","7NBOb",1,"backreef","October","unknown","healthy",111.96435475769,1147.63463626632,148408.752231318,3330.93955404128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.937620825958,0,17494.4304308891,0,0,0,0,2799.10886894225,0,0,0,0,0,0,1343.57225709228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.830685099028,0,0,0,0,0,0,0,503.839596409605,0,0,531.830685099028,0,0,0,0,0,0,0,0,0,139.955443447113,0,0,0,0,0,279.910886894225,0,0,0,0,559.82177378845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408445.966156053,310449.164654385,225916.076812329,0,97213.0510183644,82545.720545107,37172.1657795531,33113.4579195868,11112.4622097007,35184.7984826041,0,0,23736.4432086303,24492.2026032447,20685.4145414832,0,12735.9453536872,16122.8670851074,0,8985.13946930463,0,0,0,0,0,8285.36225206907,0,0,0,6633.88801939314,0,7165.71870449217
"137","8NBOb",1,"backreef","October","unknown","healthy",0,966080.088149321,1517885.51943008,34908.422863036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242130.14798608,209450.537178216,609845.941583159,699850.790892673,0,299034.803079742,75284.430029921,151830.610283807,82434.3479657235,116922.187420771,101360.601325201,71078.5959500371,110613.436300945,0,75284.430029921,62246.344382281,73181.5129899791,0,34908.422863036,63087.5111982578,84116.6815976771,48787.6753266527,47946.5085106759,49208.2587346411,45843.591470734,194309.534490634,45843.591470734,31543.7555991289,0,59722.8439343507,55096.4264464785,0,35329.0062710244,38273.0901269431,0,37011.3399029779,0,32805.5058230941,51311.175774583,0,0,72760.9295819907,0,31543.7555991289,0,0,0,0,0,0,0,0,0,0,0,0,53834.6762225133,0,0,0,0,0,0,0,0,0,0,0,0,0,28179.0883352218,0,34067.2560470592,0,0,0,0,0,0,5068030.06626004,3530797.7100625,3067735.37786728,0,1235674.05266988,1119172.44865709,544655.513344959,405442.405300804,163186.362299494,363384.064501965,0,0,251088.294569066,238470.792329415,198935.951978506,0,205244.703098332,173280.364091215,0,147624.776203923,0,0,0,103884.101773131,0,87481.3488615842,0,0,0,0,0,0
"138","9NBOb2",1,"backreef","October","unknown","healthy",0,773861.124261263,0,198735.969812287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13807964.3550079,362747.401997467,0,0,0,1712663.80225129,0,0,0,0,0,0,1018173.04970913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185404.227687594,0,0,601168.557669306,0,0,0,0,0,0,0,412663.924836435,0,0,533889.766016785,0,0,0,249892.654709366,0,0,0,250512.735738422,0,172072.485562901,0,0,176413.052766289,0,0,152539.933147653,0,0,0,0,199046.010326815,0,0,0,99833.0456779353,0,0,0,0,0,0,0,0,95182.4379600191,0,0,3410.44565980524,1550.20257263875,0,0,0,1240.162058111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
